LoginHour,SessionDuration,CommandsCount,FailedLogins,Protocol,TypingSpeed,Label
19,40,13,3,SSH,51,0
3,62,27,3,SSH,64,1
5,61,22,3,SSH,106,1
7,54,12,2,FTP,89,0
21,131,2,1,SSH,70,0
20,95,29,3,TOR,33,0
11,90,35,0,HTTPS,73,0
5,76,24,3,TOR,81,1
17,52,24,1,SSH,85,0
11,90,2,2,SSH,61,0
12,125,19,1,SSH,41,0
0,111,20,4,FTP,111,1
15,49,12,2,TOR,76,0
11,93,9,0,FTP,90,0
9,62,2,3,HTTPS,85,0
7,89,2,0,HTTPS,86,0
4,65,34,2,SSH,72,1
5,172,22,3,HTTPS,77,1
1,112,49,3,FTP,77,1
4,206,30,2,HTTPS,99,1
15,123,3,1,HTTPS,87,0
8,108,3,0,SSH,41,0
21,124,22,2,HTTPS,42,0
17,30,29,1,HTTPS,81,0
14,34,29,2,SSH,75,0
14,69,14,1,FTP,69,0
5,160,26,3,TOR,116,1
23,67,19,4,HTTPS,90,1
9,82,22,1,SSH,55,0
19,37,20,0,FTP,64,0
16,115,15,1,SSH,60,0
5,113,42,4,FTP,81,1
10,54,4,3,HTTPS,68,0
15,34,28,1,HTTPS,55,0
1,212,39,3,SSH,102,1
3,95,15,2,TOR,88,1
13,124,12,1,SSH,50,0
4,171,37,1,FTP,99,1
13,42,18,0,HTTPS,65,0
7,101,7,2,FTP,45,0
22,220,35,4,SSH,87,1
17,54,30,1,HTTPS,54,0
12,116,9,2,TOR,72,0
0,78,16,2,TOR,91,1
9,31,8,3,FTP,87,0
16,118,11,3,SSH,65,0
13,100,14,1,SSH,30,0
20,70,32,2,SSH,64,0
7,19,30,2,HTTPS,60,0
8,46,33,2,SSH,35,0
16,32,15,3,SSH,72,0
8,89,3,2,SSH,30,0
15,130,21,3,HTTPS,81,0
2,69,34,5,SSH,100,1
9,23,18,0,HTTPS,35,0
1,131,31,2,FTP,77,1
7,38,11,1,SSH,53,0
11,70,31,1,FTP,85,0
1,97,24,4,TOR,86,1
10,122,10,1,SSH,83,0
4,89,18,2,SSH,90,1
3,157,39,4,SSH,93,1
7,83,28,3,SSH,63,0
7,34,34,2,TOR,57,0
17,79,21,2,HTTPS,36,0
22,178,30,5,TOR,93,1
2,140,50,1,TOR,113,1
22,85,48,1,TOR,82,1
4,124,27,1,HTTPS,65,1
3,213,22,1,HTTPS,98,1
2,88,26,3,SSH,102,1
17,126,17,3,SSH,72,0
12,75,10,0,HTTPS,33,0
5,75,31,3,HTTPS,64,1
21,61,25,1,SSH,36,0
22,115,21,4,TOR,66,1
1,206,31,4,HTTPS,91,1
0,69,39,3,HTTPS,81,1
16,10,32,3,SSH,55,0
19,27,34,1,HTTPS,74,0
14,41,34,2,HTTPS,49,0
1,153,49,3,HTTPS,89,1
11,61,11,0,TOR,72,0
22,87,37,4,HTTPS,100,1
3,95,17,2,HTTPS,97,1
22,76,49,3,SSH,113,1
7,19,21,0,HTTPS,76,0
1,114,48,4,TOR,115,1
9,69,4,0,FTP,61,0
14,21,15,1,HTTPS,70,0
4,84,44,5,HTTPS,97,1
1,89,46,5,TOR,74,1
3,169,36,4,SSH,103,1
9,92,13,0,SSH,51,0
4,96,41,2,TOR,95,1
3,208,17,2,HTTPS,114,1
13,50,1,3,HTTPS,30,0
1,211,33,4,TOR,110,1
18,42,13,1,SSH,63,0
10,54,2,1,FTP,69,0
17,87,22,3,HTTPS,45,0
1,218,38,5,FTP,89,1
17,63,17,0,HTTPS,80,0
23,187,26,2,TOR,62,1
5,132,28,4,SSH,99,1
19,126,2,0,FTP,89,0
9,17,31,0,HTTPS,45,0
16,93,26,1,FTP,87,0
1,143,29,1,HTTPS,86,1
13,66,4,3,SSH,33,0
9,65,29,1,HTTPS,38,0
10,101,17,1,HTTPS,32,0
7,81,8,0,FTP,59,0
5,116,33,5,HTTPS,110,1
16,53,35,1,HTTPS,84,0
20,65,30,3,HTTPS,76,0
3,123,35,4,FTP,117,1
9,11,26,0,HTTPS,60,0
15,18,27,3,SSH,81,0
8,125,31,1,HTTPS,78,0
22,115,23,3,SSH,101,1
7,132,19,1,FTP,84,0
16,16,29,3,FTP,85,0
9,104,29,0,FTP,34,0
5,195,17,3,SSH,77,1
16,63,5,2,FTP,33,0
21,103,3,0,HTTPS,59,0
12,103,11,0,SSH,79,0
5,121,49,1,TOR,107,1
16,63,14,2,HTTPS,47,0
13,80,3,0,HTTPS,58,0
15,41,30,2,SSH,53,0
18,26,12,3,HTTPS,55,0
11,29,6,1,HTTPS,74,0
2,112,48,1,SSH,103,1
9,131,22,3,SSH,71,0
3,76,16,2,TOR,93,1
13,97,20,3,SSH,74,0
15,123,29,2,SSH,87,0
9,76,14,3,HTTPS,48,0
7,47,22,2,SSH,40,0
9,83,11,1,FTP,74,0
19,49,10,1,HTTPS,50,0
14,76,23,1,HTTPS,75,0
5,148,24,3,SSH,70,1
8,16,25,3,FTP,90,0
12,49,0,2,SSH,48,0
11,47,28,2,SSH,76,0
7,45,35,0,HTTPS,55,0
10,124,22,0,HTTPS,68,0
16,66,17,1,HTTPS,64,0
17,32,32,3,HTTPS,50,0
15,24,23,3,HTTPS,84,0
22,155,15,3,SSH,79,1
20,32,13,3,FTP,56,0
11,51,27,3,HTTPS,67,0
9,63,19,3,TOR,63,0
8,106,5,0,SSH,88,0
2,202,44,5,TOR,68,1
22,134,50,4,HTTPS,112,1
4,186,50,4,HTTPS,110,1
4,136,45,1,TOR,117,1
2,185,30,1,HTTPS,77,1
8,102,30,3,FTP,70,0
18,40,23,0,FTP,40,0
9,91,29,1,HTTPS,33,0
22,151,18,3,SSH,100,1
15,59,11,0,SSH,40,0
20,90,19,2,SSH,74,0
5,96,15,2,FTP,83,1
13,97,10,0,HTTPS,62,0
3,203,48,5,TOR,104,1
8,116,29,0,HTTPS,38,0
14,99,19,2,HTTPS,58,0
16,97,11,2,HTTPS,82,0
2,96,29,3,HTTPS,68,1
13,38,4,0,FTP,78,0
3,87,17,5,FTP,90,1
4,71,19,3,TOR,108,1
1,214,28,5,TOR,71,1
7,33,9,2,TOR,52,0
3,189,19,1,TOR,108,1
3,109,33,2,TOR,94,1
1,114,47,4,SSH,97,1
1,106,37,4,SSH,92,1
1,140,22,4,HTTPS,68,1
12,83,35,0,HTTPS,61,0
4,176,34,4,HTTPS,86,1
22,108,19,4,TOR,83,1
23,86,40,4,FTP,103,1
2,161,40,5,TOR,107,1
9,26,23,1,HTTPS,68,0
13,41,14,3,FTP,47,0
19,79,25,2,SSH,68,0
14,140,17,1,FTP,36,0
23,187,29,2,HTTPS,107,1
1,187,16,2,SSH,103,1
4,219,21,1,TOR,93,1
19,129,12,2,SSH,61,0
15,97,34,0,TOR,32,0
21,40,24,3,HTTPS,54,0
0,68,26,5,TOR,109,1
2,185,42,2,SSH,84,1
8,135,35,3,SSH,84,0
0,160,31,4,FTP,84,1
12,82,20,0,HTTPS,32,0
5,149,16,3,SSH,87,1
5,165,37,1,TOR,75,1
4,211,20,1,TOR,67,1
0,197,35,1,SSH,115,1
22,128,16,4,FTP,80,1
22,142,21,4,HTTPS,103,1
23,188,36,2,FTP,83,1
10,137,4,1,HTTPS,33,0
22,117,20,5,HTTPS,81,1
23,169,28,3,TOR,101,1
15,86,27,2,HTTPS,55,0
23,200,26,1,TOR,93,1
16,137,13,3,HTTPS,70,0
16,121,3,1,HTTPS,39,0
4,171,41,3,TOR,118,1
3,165,32,3,TOR,76,1
10,113,15,0,HTTPS,31,0
4,178,46,5,TOR,87,1
7,61,10,2,HTTPS,46,0
11,55,2,3,FTP,33,0
8,90,19,0,TOR,56,0
17,33,25,1,HTTPS,66,0
21,40,33,2,SSH,35,0
1,140,36,5,TOR,111,1
10,118,13,1,HTTPS,43,0
14,114,16,0,SSH,53,0
8,91,34,3,SSH,45,0
21,47,23,3,FTP,82,0
0,73,30,3,FTP,79,1
18,102,7,1,FTP,54,0
22,125,34,1,TOR,108,1
3,101,43,3,TOR,109,1
19,18,17,0,FTP,90,0
18,115,21,3,FTP,82,0
2,126,47,1,SSH,98,1
15,93,29,0,FTP,71,0
17,123,8,0,SSH,70,0
1,88,25,2,FTP,109,1
19,43,26,2,SSH,85,0
11,54,20,2,HTTPS,56,0
22,156,29,1,TOR,119,1
16,68,5,3,HTTPS,74,0
7,112,27,2,HTTPS,53,0
1,63,48,4,TOR,119,1
17,136,7,1,FTP,42,0
20,78,18,3,HTTPS,57,0
16,65,18,1,SSH,56,0
7,84,16,1,SSH,88,0
23,81,15,4,HTTPS,80,1
13,64,24,3,FTP,46,0
0,73,36,2,SSH,82,1
17,21,0,2,SSH,54,0
22,154,23,5,HTTPS,71,1
23,146,44,2,HTTPS,105,1
9,76,7,2,HTTPS,38,0
20,81,23,3,HTTPS,86,0
4,192,35,4,TOR,80,1
14,48,35,3,HTTPS,39,0
2,69,45,3,HTTPS,89,1
23,70,43,3,TOR,95,1
14,38,9,0,HTTPS,43,0
9,53,32,2,SSH,72,0
16,11,33,1,SSH,34,0
23,84,36,1,SSH,103,1
5,211,21,3,HTTPS,65,1
18,132,29,2,SSH,30,0
0,219,43,3,TOR,106,1
19,43,13,0,FTP,48,0
0,78,50,5,SSH,85,1
3,162,20,1,TOR,70,1
22,132,24,1,SSH,111,1
4,214,23,3,TOR,113,1
3,185,43,4,SSH,96,1
8,118,23,1,SSH,57,0
5,178,29,2,TOR,93,1
15,31,18,3,SSH,88,0
11,48,8,2,FTP,63,0
0,201,19,1,FTP,92,1
1,178,31,3,SSH,65,1
7,39,29,1,FTP,83,0
1,166,34,3,FTP,89,1
14,77,21,1,HTTPS,35,0
16,76,6,3,SSH,30,0
0,103,45,4,TOR,115,1
18,134,19,2,SSH,74,0
19,87,5,1,HTTPS,42,0
0,108,16,2,SSH,69,1
13,58,5,2,FTP,39,0
7,39,10,1,FTP,58,0
14,15,28,1,HTTPS,66,0
13,23,21,0,HTTPS,84,0
13,136,35,2,HTTPS,55,0
16,134,14,0,SSH,57,0
15,26,17,3,FTP,37,0
17,98,28,3,HTTPS,48,0
14,98,28,1,SSH,67,0
12,129,8,2,FTP,54,0
20,102,30,1,SSH,48,0
8,133,8,1,HTTPS,68,0
19,116,31,2,HTTPS,65,0
0,151,31,3,TOR,71,1
21,138,2,0,HTTPS,37,0
8,67,31,2,TOR,80,0
0,202,32,2,TOR,115,1
17,36,3,3,FTP,83,0
8,36,35,0,SSH,40,0
20,62,23,1,FTP,75,0
23,85,24,3,SSH,68,1
3,172,41,1,HTTPS,111,1
11,139,10,0,HTTPS,75,0
12,72,9,3,FTP,38,0
13,114,29,2,TOR,58,0
0,192,19,1,SSH,85,1
9,121,3,3,FTP,72,0
9,24,33,2,SSH,86,0
15,87,20,2,HTTPS,47,0
16,47,25,3,SSH,86,0
19,123,22,3,FTP,86,0
0,197,36,4,TOR,107,1
15,82,13,0,SSH,49,0
19,50,1,0,FTP,64,0
10,87,27,0,FTP,83,0
5,91,18,1,SSH,96,1
14,96,15,1,HTTPS,48,0
20,45,24,1,HTTPS,63,0
20,102,29,0,HTTPS,57,0
8,33,3,3,FTP,60,0
1,154,48,4,FTP,93,1
20,77,31,3,TOR,74,0
14,116,10,1,SSH,61,0
9,40,13,3,SSH,77,0
5,90,41,1,HTTPS,96,1
2,90,38,3,TOR,79,1
0,96,24,5,SSH,119,1
21,82,13,1,FTP,61,0
5,77,17,4,SSH,79,1
21,96,24,3,FTP,83,0
19,45,32,3,FTP,72,0
5,82,41,4,HTTPS,85,1
0,173,32,1,TOR,105,1
4,203,22,5,HTTPS,99,1
19,23,33,1,FTP,62,0
8,56,1,2,FTP,45,0
20,123,5,2,SSH,32,0
21,15,21,3,HTTPS,31,0
12,107,16,0,HTTPS,36,0
11,46,11,2,FTP,39,0
22,103,18,5,TOR,71,1
0,136,39,1,SSH,86,1
11,106,7,0,HTTPS,78,0
10,136,32,3,TOR,47,0
23,201,41,1,SSH,86,1
21,14,17,0,HTTPS,65,0
9,87,26,3,HTTPS,70,0
19,46,23,1,FTP,64,0
21,125,2,0,FTP,83,0
17,52,0,0,TOR,60,0
4,157,37,2,FTP,92,1
2,196,19,3,HTTPS,104,1
2,202,32,4,HTTPS,92,1
12,97,16,3,HTTPS,72,0
12,63,29,2,HTTPS,74,0
0,215,45,1,TOR,103,1
23,160,49,1,TOR,101,1
15,17,28,0,HTTPS,82,0
5,159,26,1,HTTPS,83,1
14,12,14,0,FTP,73,0
12,59,5,2,FTP,44,0
23,152,17,3,SSH,105,1
10,11,12,3,HTTPS,47,0
14,53,35,1,SSH,66,0
16,54,4,1,FTP,38,0
3,193,32,2,TOR,61,1
18,74,35,3,HTTPS,57,0
17,23,20,3,FTP,56,0
23,186,38,5,TOR,116,1
7,81,26,3,HTTPS,55,0
1,206,16,2,TOR,87,1
21,73,12,1,HTTPS,34,0
8,17,30,3,FTP,67,0
21,95,16,1,HTTPS,45,0
20,23,21,1,TOR,79,0
14,34,28,0,HTTPS,33,0
13,90,4,1,HTTPS,81,0
4,216,42,1,HTTPS,63,1
11,107,25,0,SSH,56,0
0,176,39,4,TOR,116,1
8,96,1,3,SSH,67,0
1,63,19,5,TOR,72,1
9,140,16,2,SSH,76,0
9,72,8,0,HTTPS,49,0
15,101,19,1,HTTPS,49,0
11,104,0,1,HTTPS,62,0
15,23,27,2,HTTPS,42,0
10,27,21,1,SSH,74,0
14,94,21,2,SSH,40,0
0,186,29,1,TOR,104,1
3,121,45,3,TOR,84,1
2,61,38,1,HTTPS,61,1
9,84,28,1,SSH,88,0
7,17,12,1,HTTPS,44,0
18,54,21,1,HTTPS,31,0
4,85,16,2,SSH,110,1
12,63,19,3,HTTPS,81,0
2,194,42,1,HTTPS,116,1
19,58,12,3,SSH,50,0
17,72,2,1,FTP,48,0
12,73,3,2,FTP,84,0
16,135,13,0,FTP,80,0
8,52,32,3,FTP,71,0
12,137,33,3,HTTPS,75,0
23,186,45,3,FTP,100,1
16,19,13,1,FTP,58,0
13,65,19,3,FTP,66,0
5,125,50,1,HTTPS,65,1
5,118,17,4,FTP,81,1
23,170,41,3,TOR,80,1
0,105,43,2,SSH,64,1
1,135,47,5,FTP,65,1
21,68,6,0,HTTPS,32,0
12,60,21,2,HTTPS,82,0
20,80,12,1,TOR,78,0
15,76,0,2,HTTPS,52,0
13,113,0,3,SSH,78,0
20,111,14,1,FTP,43,0
15,129,29,2,FTP,50,0
13,116,13,3,SSH,65,0
2,207,23,3,TOR,60,1
17,100,21,1,SSH,73,0
19,86,20,0,SSH,32,0
9,94,25,3,HTTPS,55,0
22,108,45,1,SSH,88,1
11,33,10,0,SSH,41,0
23,66,26,2,HTTPS,84,1
3,134,48,1,SSH,83,1
9,93,26,3,HTTPS,37,0
22,182,19,4,TOR,115,1
3,139,42,4,HTTPS,96,1
16,61,32,3,HTTPS,30,0
14,26,25,1,SSH,88,0
14,127,29,0,FTP,48,0
21,126,22,2,HTTPS,82,0
9,116,15,1,FTP,76,0
22,106,21,4,TOR,62,1
2,130,49,3,TOR,64,1
18,65,31,3,TOR,65,0
5,79,21,5,TOR,80,1
2,124,28,5,HTTPS,61,1
23,157,36,4,TOR,85,1
4,89,23,3,TOR,89,1
8,31,35,1,FTP,58,0
4,101,25,1,FTP,71,1
22,103,19,1,TOR,69,1
2,115,17,5,HTTPS,104,1
1,159,34,4,HTTPS,60,1
22,111,30,3,TOR,72,1
22,67,15,3,TOR,103,1
10,34,10,1,HTTPS,62,0
5,142,50,2,FTP,119,1
13,40,14,1,HTTPS,50,0
22,140,15,4,HTTPS,74,1
4,219,38,1,HTTPS,73,1
23,86,49,5,HTTPS,66,1
17,109,8,2,HTTPS,78,0
12,133,4,2,HTTPS,88,0
13,140,14,0,HTTPS,69,0
8,89,15,3,FTP,69,0
2,155,46,3,HTTPS,84,1
0,120,43,3,HTTPS,80,1
19,20,33,3,SSH,48,0
10,94,21,1,HTTPS,33,0
17,73,14,3,SSH,41,0
0,76,46,1,TOR,63,1
9,62,8,0,HTTPS,65,0
21,62,15,0,SSH,59,0
3,122,42,2,FTP,79,1
23,111,32,4,HTTPS,83,1
2,180,43,4,FTP,107,1
2,183,16,4,SSH,65,1
21,86,34,1,SSH,41,0
23,138,44,3,SSH,98,1
12,44,30,1,HTTPS,42,0
5,185,40,4,TOR,107,1
23,138,19,4,TOR,118,1
2,109,42,3,TOR,108,1
15,135,23,0,SSH,89,0
3,122,45,1,TOR,83,1
17,17,9,2,SSH,90,0
11,73,10,0,HTTPS,35,0
21,108,25,0,SSH,42,0
9,119,16,2,SSH,64,0
13,88,26,0,HTTPS,66,0
12,46,17,1,TOR,55,0
7,53,31,0,HTTPS,79,0
15,116,18,3,HTTPS,53,0
2,110,46,2,FTP,67,1
20,64,11,1,HTTPS,41,0
10,76,26,3,SSH,69,0
2,80,33,1,SSH,77,1
0,209,30,4,SSH,108,1
0,128,15,5,TOR,62,1
0,156,48,3,TOR,90,1
16,119,21,2,SSH,51,0
20,71,23,3,HTTPS,33,0
20,94,6,0,SSH,74,0
2,66,22,5,SSH,104,1
10,104,28,3,SSH,72,0
5,64,38,1,TOR,107,1
23,119,46,4,TOR,110,1
22,181,21,4,SSH,72,1
20,139,2,1,SSH,35,0
23,103,43,1,SSH,94,1
3,103,20,1,SSH,105,1
5,158,32,2,TOR,102,1
21,41,8,3,HTTPS,74,0
3,207,19,3,SSH,105,1
18,107,35,3,FTP,44,0
4,82,22,1,SSH,97,1
18,39,23,1,FTP,54,0
7,89,3,1,FTP,57,0
5,92,48,5,FTP,66,1
23,140,24,3,TOR,91,1
9,82,9,0,SSH,49,0
18,41,17,3,SSH,43,0
18,106,3,2,HTTPS,75,0
3,73,26,4,TOR,79,1
17,50,1,3,HTTPS,73,0
12,110,25,0,SSH,48,0
3,200,40,1,HTTPS,108,1
20,23,19,3,SSH,66,0
23,134,24,2,HTTPS,107,1
0,152,21,2,SSH,87,1
9,24,6,2,TOR,41,0
8,96,27,1,SSH,55,0
1,121,40,4,SSH,98,1
17,106,5,3,FTP,71,0
23,154,15,1,HTTPS,67,1
17,140,14,0,SSH,66,0
18,34,11,3,SSH,71,0
11,42,6,2,HTTPS,88,0
15,57,25,0,HTTPS,82,0
19,135,4,0,FTP,43,0
21,40,11,1,HTTPS,58,0
8,20,8,1,SSH,35,0
20,18,5,0,SSH,53,0
9,118,0,1,HTTPS,90,0
21,85,34,3,HTTPS,61,0
15,100,34,1,SSH,72,0
10,19,12,1,HTTPS,83,0
2,214,50,2,FTP,77,1
22,79,50,3,SSH,101,1
13,126,5,2,SSH,90,0
15,62,4,2,TOR,74,0
18,105,32,1,SSH,39,0
22,157,16,5,HTTPS,77,1
1,200,41,1,SSH,65,1
5,129,24,2,SSH,66,1
3,156,21,1,HTTPS,106,1
16,135,6,2,FTP,85,0
4,215,21,1,HTTPS,120,1
9,98,34,3,SSH,38,0
2,92,24,4,FTP,77,1
5,123,41,4,HTTPS,82,1
15,83,17,3,SSH,75,0
20,68,19,0,TOR,56,0
20,33,5,0,FTP,90,0
0,81,33,5,TOR,111,1
13,140,8,3,SSH,73,0
21,41,25,0,SSH,88,0
7,118,34,2,HTTPS,77,0
21,20,28,1,SSH,86,0
21,67,11,0,HTTPS,38,0
7,118,31,3,HTTPS,37,0
3,198,22,3,SSH,78,1
0,205,40,2,TOR,119,1
17,19,29,3,HTTPS,30,0
12,86,22,0,HTTPS,86,0
13,100,0,0,SSH,42,0
2,165,22,4,HTTPS,109,1
10,130,25,2,HTTPS,57,0
15,78,6,3,SSH,58,0
5,171,15,3,TOR,105,1
3,132,17,2,SSH,107,1
0,101,27,4,TOR,77,1
23,200,46,2,SSH,108,1
13,138,24,1,HTTPS,36,0
9,49,22,0,FTP,45,0
5,169,15,4,SSH,78,1
19,119,15,1,FTP,41,0
1,127,30,4,HTTPS,105,1
8,138,11,1,TOR,67,0
9,68,7,1,SSH,47,0
21,47,27,0,SSH,35,0
13,114,33,2,FTP,44,0
22,182,18,5,SSH,63,1
4,153,32,3,TOR,75,1
0,106,17,1,HTTPS,107,1
4,180,32,5,HTTPS,71,1
23,153,36,3,HTTPS,102,1
2,144,38,3,TOR,97,1
12,70,17,1,SSH,35,0
9,40,2,1,HTTPS,58,0
8,97,19,3,TOR,42,0
9,21,8,1,SSH,75,0
5,153,43,1,TOR,64,1
15,138,1,1,SSH,74,0
11,21,3,1,FTP,55,0
15,29,10,3,FTP,54,0
13,112,17,1,HTTPS,40,0
16,12,32,3,SSH,76,0
11,66,18,2,SSH,40,0
3,134,17,2,TOR,77,1
11,23,15,1,SSH,30,0
17,104,20,0,TOR,86,0
18,44,26,2,HTTPS,33,0
7,101,14,2,HTTPS,31,0
20,37,24,2,FTP,70,0
10,123,14,2,HTTPS,67,0
20,111,9,3,HTTPS,76,0
2,182,20,4,HTTPS,71,1
9,58,31,1,SSH,31,0
2,160,27,1,HTTPS,87,1
22,85,48,2,TOR,111,1
1,156,39,1,HTTPS,60,1
17,21,8,1,FTP,47,0
0,62,21,5,TOR,81,1
8,61,8,3,FTP,87,0
2,138,36,4,HTTPS,63,1
11,41,1,0,HTTPS,48,0
22,96,15,2,HTTPS,87,1
5,133,29,4,TOR,105,1
8,135,10,0,HTTPS,48,0
5,90,38,1,TOR,98,1
22,195,36,5,HTTPS,87,1
4,219,33,3,TOR,77,1
17,104,16,0,FTP,85,0
9,47,20,1,HTTPS,76,0
14,27,7,3,TOR,47,0
5,92,26,4,SSH,91,1
22,214,36,2,TOR,101,1
13,117,35,3,SSH,61,0
20,68,24,0,SSH,56,0
19,66,5,1,HTTPS,43,0
7,102,35,3,TOR,88,0
5,152,23,3,SSH,113,1
21,117,15,1,FTP,33,0
8,46,24,0,SSH,57,0
1,208,19,4,TOR,115,1
2,153,24,1,HTTPS,60,1
20,116,9,1,SSH,38,0
18,86,30,3,FTP,58,0
18,13,18,0,HTTPS,86,0
16,54,32,1,HTTPS,83,0
23,201,31,5,FTP,105,1
2,129,20,5,SSH,120,1
3,162,18,2,SSH,112,1
15,29,29,3,HTTPS,71,0
22,102,18,3,TOR,72,1
1,79,38,5,TOR,81,1
4,101,49,1,HTTPS,98,1
4,108,50,2,TOR,62,1
1,205,17,5,TOR,90,1
5,83,34,1,TOR,108,1
22,188,27,3,TOR,106,1
2,84,36,4,TOR,92,1
2,66,39,4,FTP,114,1
2,98,44,1,TOR,65,1
10,65,9,1,TOR,62,0
18,97,28,1,HTTPS,53,0
13,20,24,1,HTTPS,69,0
9,137,6,0,HTTPS,85,0
1,187,21,4,SSH,119,1
1,131,38,3,HTTPS,71,1
14,76,30,2,FTP,58,0
9,41,31,0,HTTPS,48,0
2,172,38,5,TOR,120,1
1,165,47,4,SSH,116,1
7,24,15,0,HTTPS,36,0
2,205,40,1,HTTPS,115,1
8,99,29,3,SSH,87,0
8,31,11,0,TOR,89,0
22,111,40,3,HTTPS,81,1
14,64,30,0,HTTPS,32,0
14,47,13,2,SSH,68,0
7,102,27,3,HTTPS,43,0
19,118,17,2,SSH,35,0
4,163,20,3,TOR,88,1
15,64,16,1,FTP,35,0
13,97,19,1,HTTPS,90,0
23,197,25,4,SSH,104,1
20,12,35,1,HTTPS,72,0
9,92,20,0,HTTPS,59,0
14,91,7,3,HTTPS,76,0
23,92,43,5,HTTPS,73,1
10,117,34,1,SSH,43,0
3,207,15,3,TOR,61,1
4,188,22,4,TOR,89,1
5,150,49,4,FTP,108,1
2,177,42,3,HTTPS,98,1
22,157,33,4,TOR,104,1
21,35,5,0,HTTPS,31,0
13,36,31,0,SSH,62,0
7,84,26,1,HTTPS,59,0
8,60,30,0,HTTPS,80,0
13,111,0,2,FTP,62,0
4,138,41,2,HTTPS,118,1
0,66,24,3,TOR,93,1
16,91,21,1,TOR,57,0
22,109,40,1,TOR,96,1
22,104,40,3,FTP,87,1
2,189,22,5,TOR,113,1
21,76,35,1,TOR,43,0
0,171,15,5,HTTPS,99,1
21,30,24,0,FTP,38,0
17,101,11,1,SSH,44,0
3,156,31,1,SSH,119,1
0,208,21,1,SSH,98,1
2,132,31,2,HTTPS,91,1
21,63,25,0,SSH,31,0
23,220,19,2,TOR,84,1
17,125,10,1,HTTPS,87,0
0,90,36,3,SSH,99,1
7,50,33,2,TOR,42,0
15,15,33,1,HTTPS,53,0
3,67,35,2,HTTPS,106,1
9,78,17,3,HTTPS,35,0
4,179,46,4,FTP,85,1
11,54,12,2,TOR,36,0
19,89,10,1,TOR,61,0
23,168,32,3,FTP,98,1
3,205,37,3,TOR,112,1
2,68,47,3,FTP,78,1
21,100,25,0,HTTPS,81,0
2,151,30,1,HTTPS,83,1
5,91,15,3,TOR,105,1
23,205,35,2,FTP,84,1
3,194,28,1,FTP,105,1
21,29,26,3,HTTPS,50,0
0,186,46,1,TOR,86,1
23,103,35,5,SSH,96,1
0,207,15,4,SSH,113,1
7,20,21,0,HTTPS,36,0
13,87,17,2,FTP,55,0
5,186,18,4,SSH,89,1
17,41,23,0,HTTPS,33,0
9,36,20,3,HTTPS,35,0
5,197,15,1,SSH,110,1
0,137,19,3,SSH,99,1
13,79,10,1,SSH,37,0
2,209,41,4,TOR,93,1
16,132,31,2,HTTPS,76,0
8,77,18,0,HTTPS,83,0
17,62,4,0,TOR,33,0
3,179,39,2,SSH,81,1
5,139,44,2,TOR,66,1
10,103,24,3,FTP,62,0
22,108,19,3,SSH,103,1
1,97,44,1,TOR,75,1
23,107,32,1,SSH,93,1
11,40,35,0,HTTPS,43,0
22,190,36,1,SSH,83,1
22,168,27,3,HTTPS,71,1
15,136,33,3,HTTPS,33,0
8,66,7,0,FTP,66,0
1,196,21,3,HTTPS,99,1
13,110,25,0,HTTPS,82,0
11,136,13,1,FTP,52,0
18,83,0,0,HTTPS,88,0
14,88,15,1,HTTPS,34,0
5,176,24,1,TOR,87,1
2,127,19,2,TOR,114,1
5,181,15,4,TOR,90,1
0,205,33,2,FTP,70,1
19,34,6,2,FTP,51,0
18,99,34,2,SSH,46,0
0,150,34,3,TOR,109,1
20,133,7,2,SSH,76,0
9,115,14,1,HTTPS,31,0
22,152,28,1,HTTPS,84,1
11,125,33,1,HTTPS,73,0
5,160,41,3,SSH,62,1
18,97,7,3,FTP,66,0
19,98,18,0,TOR,61,0
9,129,9,2,SSH,72,0
23,133,19,3,HTTPS,62,1
1,73,46,3,HTTPS,82,1
7,22,16,1,HTTPS,48,0
15,49,5,2,HTTPS,76,0
1,134,29,1,SSH,82,1
22,168,40,1,TOR,118,1
4,104,42,3,TOR,68,1
10,74,8,3,SSH,49,0
4,205,44,5,HTTPS,110,1
13,34,8,3,SSH,62,0
18,101,29,2,SSH,56,0
14,17,35,0,TOR,56,0
2,217,34,2,FTP,83,1
4,73,40,2,SSH,60,1
19,127,3,0,HTTPS,83,0
8,95,6,2,SSH,74,0
0,91,47,1,TOR,93,1
23,94,29,2,SSH,79,1
21,11,31,1,HTTPS,30,0
1,193,21,2,HTTPS,90,1
23,160,18,1,SSH,90,1
20,70,34,2,FTP,73,0
1,170,24,1,HTTPS,112,1
10,53,32,1,SSH,48,0
1,210,46,3,TOR,85,1
1,178,41,4,HTTPS,78,1
16,109,0,2,HTTPS,71,0
16,123,2,2,TOR,59,0
14,80,0,1,HTTPS,84,0
10,99,33,3,SSH,41,0
12,96,29,1,HTTPS,78,0
21,110,4,3,HTTPS,60,0
9,139,33,2,HTTPS,50,0
16,99,25,0,HTTPS,84,0
10,34,6,3,TOR,60,0
3,120,21,2,TOR,84,1
13,26,3,2,HTTPS,84,0
14,105,1,1,HTTPS,74,0
2,206,50,2,HTTPS,91,1
4,117,27,2,SSH,93,1
10,32,1,0,HTTPS,81,0
0,152,41,5,FTP,64,1
23,108,28,5,TOR,92,1
2,77,43,4,TOR,115,1
1,92,48,3,HTTPS,91,1
